Sentence,Score,Sentiment
And then your other question was in relation to--,-0.10691141127608716,NEUTRAL
Ryan Meyers,-0.0006906198104843497,NEUTRAL
If any of those opening are going to be Kona Grills ,-0.07946430891752243,NEUTRAL
Manny Hilario,0.045305497478693724,NEUTRAL
So  they re all STKs right now and other F B brands  we do not have any Kona Grills on the numbers that we quoted for development.,-0.2595361303538084,NEGATIVE
Ryan Meyers,-0.0006906198104843497,NEUTRAL
Okay  that s helpful. And then last one for me. So  as you ve seen  sort of  capacity restrictions ease and things get a little bit better  have you guys had any trouble bringing on more employees  whether it s bartenders  waiters  or chefs or anything like that  have you guys faced any sort of headwinds there as capacity has begun to tick back up here ,0.09971746057271957,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
I mean  generally  the answer is no  we haven t seen any dramatic shifts so far. Obviously  we re monitoring very closely the fact that unemployment benefits have once again been extended. And last time when that happened  it was a little bit more difficult to staff some of the positions  so clearly  we will benefit. I will  I should say  we actually will monitor that condition very closely.,-0.0028255265206098557,MIXED
I will tell you though the thing that we have seen those the people who are in the restaurants now are staying  so we ve seen a decrease -- a relative decrease in turnover and retentions have gone up. So  I would say that s probably the offset to maybe some of those future pressures on getting people in as that the people who are working for us seem to stay with the company. So  I m very bullish about the retention trend.,-0.1343222400173545,NEUTRAL
And I also think the fact that our operations have been very busy  I think the employees that are working in the restaurants feel very  very good about being in an active environment. So  I get a lot of compliments.,0.44828744197729975,POSITIVE
And frankly  a lot of our employees will come up to me and tell me that it s good to be in an environment that gets them away from what they consider to be the general  seclusion from the pandemic. So  employees seem to want to come to work because that gives them an escape from other situations outside of work. So  I think that s been very positive.,0.4388951340224594,POSITIVE
Ryan Meyers,-0.0006906198104843497,NEUTRAL
It s good to hear. Thanks for taking my questions.,0.4935749987489544,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
You re welcome. Thank you.,0.49525187067047227,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
Our next question comes from the line of Nicole Miller with Piper Sandler. You may proceed with your question.,0.0037184044485911727,NEUTRAL
Nicole Miller,0.00025150040892185643,NEUTRAL
Thank you. Three questions. But they re all around the same idea of optimization. So  ask them the best that I can. But I m thinking first about the guest behavior and things you ve had to do to modify  And then of course what used to be normal. So  how do you optimize getting in the perfect guest in the door and optimize the facility  Is that day a week  day part  entr e mix  food versus alcohol  How are you thinking about optimizing that ,0.29227469954639673,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
So  that s a great question  Nicole. I think the way that we think is -- I told you a year and a half ago that things like selling the incremental drink at the table and selling the dessert at the table were something that we looked forward  because that would increase the per person average spend at the table.,0.08784541487693787,NEUTRAL
I think in today s environment  we think more of table turn. So  we really think about getting you in and out at an STK in    minutes. And for Kona Grill  we target   . So  I think it s more of the new reality is that it s all about table turns and getting people to -- particular the dinner timeframes.,0.10446792375296354,NEUTRAL
And then the other paradigm that s different is that even for a fine dining type of business like STK  where in the past  we would have looked at maybe brunch as a non-core business  we now look at brunch as a core business  because now it allows us to use less seats on a Sunday and on a Saturday  which are very high demand days. So  I think that brunch now is playing a key role in kind of how we think of the business long-term.,0.03233811631798744,NEUTRAL
And then last but not least  I think  from an operations and execution perspective  our teams spend a lot more time just measuring and monitoring the steps of service at the table. And we really do very rigorous review of how long it takes for the order to be taken and cocktails to get to the table.,0.08365938626229763,NEUTRAL
So  a very disciplined approach to bringing in the steps of service at the exact times  and obviously  we ll always have to balance that with the fact that we don t want to diminish the experience with the gap. So  it s really balancing the need for turns with need for a smile and move on  ph  a separate table.,0.2859119884669781,POSITIVE
Nicole Miller,0.00025150040892185643,NEUTRAL
Okay. And then I was also thinking about optimization through the lens of development. And clearly  you ve outlined a pipeline today. So  that s super helpful. But how did you optimize like  less capital-intensive license throwing off cash flow opportunity  with STK big box big revenue with the Kona mainstream  but a lot of whitespace  How did you go through that process in these conditions to optimize that ,0.06152544915676117,NEUTRAL
Manny Hilario,0.045305497478693724,NEUTRAL
I think a couple of things. So  on the development side  it s what I m seeing from an optimization perspective  if you will  is that particularly for F B hotel operators  I m seeing with the lower occupancy rates  they re less -- we -- less willing to take the risk on the F B side.,-0.12058727815747261,NEUTRAL
What I mean by that is that the last thing they want to do is take a business that already has low occupancy and potentially low RevPAR and throwing their high risk  if you will  restaurants or F B operations and particularly  if there are a shop that uses lots of labor for F B. so  I m seeing a lot of people wanting to optimize their F B footprint by bringing in people that can execute the F B program at a very high economic or very -- or I would actually say very profitable economics for them  so I see optimization there.,-0.31226547434926033,NEGATIVE
And then the other thing that we see on the optimizations  some of the hotels that we re in  because of the velocity and the fact that our restaurants are very full on Fridays and Saturdays  we become an amenity to the property where people would want to come to the hotel and stay overnight because it s so fun and exciting.,0.3132267873734236,POSITIVE
I m thinking  for instance  the W in LA is an example where we re at that hotel and we have  frankly  become as the hotel management  they will tell us  one of the key strengths of their business because we re actually super active and bring a lot of excitement there.,0.2399191295262426,NEUTRAL
In terms of Kona Grill growth relative to development  as I said earlier  we re being very  very careful about making sure that the first Kona Grill that we do is a super homerun. So  we ve been very disciplined about the entry in real estate that we have received tremendous amounts of opportunities from existing landlords who now want us to look at other projects and see if there is an opportunity for Kona Grill.,0.04792662151157856,NEUTRAL
I have seen them starting to begin to offer much more TIs on the Kona Grill  so almost going to a point where they re telling you they could almost build a property for us. But frankly  right now  because of where we re at on the pipeline with STK  and there s so much demand there for that product  we are focusing on it. And obviously  we will only take any kind of look at a Kona Grill if it s an extraordinary level of economics.,-0.05378064885735512,MIXED
So  I don t know if that answers your question  but certainly tells you that there s a lot of demands and we certainly want to focus on where there is higher level of returns and we certainly don t want to take any opportunities that we feel are not high revenue opportunities.,-0.06906604021787643,NEUTRAL
Nicole Miller,0.00025150040892185643,NEUTRAL
Well  and it helps us understand the consumer behaviors and what s going on out there -- on out there. So  it s super helpful. Last one  I m going to leave it open-ended  purposely so answer or not whatever drops in  but how do you optimize your balance sheet  I mean that could -- I ll just leave it at that. It ties together with the other parts. Thanks.,0.46118780062533915,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
Yes  I mean  I think right now optimizing the balance sheet is I think  emphasizing store level economics. I mean ultimately  in the restaurant business  that s how you ultimately really build your balance sheet is by having a world-class economics. And I think if you start looking at it -- look at our -- if you look at our same-store performance for STK  and unit economics back in new stores in Scottsdale at          weekly levels  our unit economics are super-compelling. So  our restaurants  at those volumes of those levels of revenue become super profitable. So  that s ultimately our long-term strategy to bring in capital.,0.06218799389898777,NEUTRAL
And as I said earlier in my comments about development  I think that the success of the brands today excites landlords and developers. So  having an exciting brands that are great amenities to projects to me is  frankly  the ultimate balance sheet builder because we will be able to get amazing deals and create a tremendous amount of cash flow with very little capital outlays.,0.3978161874692887,POSITIVE
So  that s how I look at the short-term capital view in this and then hopefully  as we continue building profitability  we ll be able to work out the cost of debt and other cost of capital in our balance sheet. So  ultimately  that s our really long-term -- longer term strategy for the balance sheet.,0.034224897623062134,NEUTRAL
So  focused on store margins  keep managing G A super tightly  and then ultimately  keep developing on asset light. So  that s our basic strategy that we ve been following.,0.005838964134454727,NEUTRAL
Nicole Miller,0.00025150040892185643,NEUTRAL
Awesome. Thanks for taking my questions.,0.49905644509999547,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
Thank you  Nicole.,0.49752242308750283,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
Our next question comes from the line of Abhishek Malani with Black Diamond Capital. You may proceed with your question.,0.005122860427945852,NEUTRAL
Abhishek Malani,0.00045063928700983524,NEUTRAL
All right. Thank you for taking my questions. I had a couple. To start  can you give us a bit more color on the capacity constraints  I know you mentioned that STK typically has more demand on the Thursday to Sunday window. But are restaurants actively turning down potential guests use space limitations  And so what s the demand pressure effectively seen  And is there a sense of implied capacity that restaurants have hit without coronavirus-related capacity constraints ,0.3058761591091752,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
I mean  so I would answer that question by saying that on Fridays  Saturdays  and Sundays  particularly between      and      in the evening  I would say that all of our restaurants are receiving lots more demand that we can fulfill in that timeframe. So  yes  so in those timeframes  I would say that we have received extraordinary amount of demand.,-0.025960303843021393,NEUTRAL
And frankly  our strategy has been through our -- how we book reservations. And how even we market  we try to shift all the -- a lot of that volume to the      to    timeframe  and then try to also shift some of the volume to the      frame. So  the answer is yes  those days are absolutely no problems.,0.21413406101055443,NEUTRAL
I do believe though that on the Mondays through Wednesdays  where historically  there were more business travellers  there s more conventions  there were more business type of activities  I think those are the days that we probably have more available capacity.,-0.007101684808731079,NEUTRAL
So  what we ve done in those days  if you re following what we do on marketing is  we ve been doing a tremendous amount of social type of activities  like date nights  on Mondays  Tuesdays  and Wednesdays  because that s one of the occasions that we see super high demand for right now. So  we re marking for that and I think that actually has been successful to fill in for some of the lack of demand from the business opportunities.,0.20246155187487602,NEUTRAL
Abhishek Malani,0.00045063928700983524,NEUTRAL
Awesome and going into a second question  slightly different. Can you give us a sense on what percentage of sales are coming from like  drinks versus entr es in this period versus in the pre-COVID period  Is there any difference here that we haven t seen ,0.21883271262049675,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
Yes  so I will say that  historically  pre-COVID  our liquor sales would be a     plus range  whereas in the COVID period  we ve been in between     and     on liquor and wine. I will tell you that pre-COVID with a number of being a little bit less than      I would have been very concerned. But in the post-COVID  considering that when you sell more drinks  particularly at the table  you tend to slow down your turn times at the table.,0.013026494532823563,MIXED
So  in our higher volume restaurants  particularly between Friday -- on Friday  Saturday  and Sundays  although we d like to sell liquor because that s good margin  we will trade having more turns on the table than holding a table back for an extra    minutes or two  and the waiters  ph  can have a drinks.,0.026621084660291672,NEUTRAL
So  a lot of the reason why the liquor mix might be a little bit less is because we are actually driving a different strategy to try to drive more traffic and bring more people through table turns.,-0.15124023612588644,NEUTRAL
So  I done think  per se  I guess what I m trying to not make the correlation is that we have less liquor sales  because we re in COVID  I don t think it s that  per se  it s -- I think it s a combination of the strategy of turning the tables and also the fact that some of the areas  we re still not able to use bar  which used to be also a place where people would come in just to have one or two drinks.,-0.21707001235336065,NEGATIVE
So  I think the combination of that is what drives it down. But if you look at our -- in general  if you look at our historical results  we ve actually been very well managing crowds and I don t think that that s really a big material impact for us in the long-term.,0.021230367943644524,MIXED
Abhishek Malani,0.00045063928700983524,NEUTRAL
Great. And one last question from me. First off  congratulations on the takeout and delivery execution. I was wondering here do we have a sense on what percent of these deliveries and takeout orders are from the current customers versus new adds ,0.4793380149640143,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
So  that s a fantastic question. So  -- because we re very early on the strategy  actually a large proportion of our transactions are new transactions we ve been very actively promoting. So  we re still in early stages of heavily promoting it. So  I would say that a big portion of it is just new transactions.,0.22499704221263528,NEUTRAL
For instance  we ve used some of the -- for instance  we use the cheeseburger as a key product to drive interest for STK. And when I say cheeseburger  I mean  a Wagyu Cheeseburger  probably the best -- one of the best hamburgers -- or cheeseburgers in the industry.,0.41693797055631876,POSITIVE
So  we re using promoting to bring people in. And so I think  at least in the early stages where we re at on takeout and delivery  I would say that over     of the traffic is still coming from people trying the product.,-0.2600309932604432,NEGATIVE
And frankly  I looked at as a huge opportunity because as I talk to our teams here  our trick is to make sure that through great experience and takeout and delivery  we convert those to long-term loyal customers. So  I see that as a great opportunity to really build a very robust takeout business and delivery business in the long-term.,0.3268236239964608,POSITIVE
Abhishek Malani,0.00045063928700983524,NEUTRAL
I m sorry to quickly add  so do you think there s any meaningful difference in the types of customers who are doing takeout and delivery versus the customers that are coming in-store ,-0.26442666351795197,NEGATIVE
Manny Hilario,0.045305497478693724,NEUTRAL
I think that they are -- lots of them are the same customers  but different occasions. So  they re -- it s a more casual occasion. So  I would say -- and it s also a mix of new people who are looking at the different products on the takeout  delivery menus.,-0.03369496762752533,NEUTRAL
And if you follow our menus  they tend to be lower price points. So  it s also an opportunity for other guests to try the brand. So  I think we re basically doing both  we re serving existing restaurants -- I mean existing customers for different occasion  and bring a tremendous amount of customers with a lower price points  particular STK  to introduce them to the brand.,0.06734037771821022,NEUTRAL
And we re totally okay with that because as we tell the team here is let them try with the takeout menu and then when they have the birthday or the special date  or the -- or any other holiday  which is one of our areas that we do very well  they ll remember us and they ll give us a nod on the holidays.,0.23727993294596672,POSITIVE
So  we look -- or special occasions. So  we look even at the consumer that may not be a primary STK consumer  as a potential consumer on a special occasion later on.,-0.02787855453789234,NEUTRAL
Abhishek Malani,0.00045063928700983524,NEUTRAL
Perfect. Thanks for taking my question.,0.4986788145179162,POSITIVE
Manny Hilario,0.045305497478693724,NEUTRAL
You re welcome.,0.4143952422309667,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
Ladies and gentlemen  we have reached the end of today s question-and-answer session. I would like to turn this call back over to Mr. Manny Hilario for closing remarks.,0.003872365690767765,NEUTRAL
Manny Hilario,0.045305497478693724,NEUTRAL
Thank you. And I would like to close the call by once again  thanking The ONE Group team  the -- and the individuals that truly bring our mission to life every single day. So  there s no team that is more committed to great store-level execution. So  once again  thank you for all your work and your dedication and commitment to what we do and I look forward to seeing you all in our restaurants. Have a nice week.,0.4988874113296333,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
This concludes today s conference. You may disconnect your lines at this time. Thank you for your participation. Enjoy the rest of your evening,0.27428599586710334,POSITIVE
Titan Machinery Inc.  TITN  CEO David Meyer on Q       Results - Earnings Call Transcript,0.0002141135228157509,NEUTRAL
Mar.               PM ETTitan Machinery Inc.  TITN ,-0.000698457020916976,NEUTRAL
Q       -  -   Earnings Summary,0.0007105459662852809,NEUTRAL
EPS of   .   beats by   .     Revenue of     .  M    .    Y Y  beats by    .  M,0.0709956178907305,NEUTRAL
Titan Machinery Inc.  NASDAQ TITN  Q       Earnings Conference Call March               AM ET,7.021591227385215e-05,NEUTRAL
Company Participants,0.045111452229321,NEUTRAL
John Mills - Managing Partner  ICR Investor Relations,0.00017112061505031306,NEUTRAL
David Meyer - Chairman   Chief Executive Officer,2.962253347504884e-05,NEUTRAL
Bryan Knutson - Chief Operating Officer,0.0001261682336917147,NEUTRAL
Mark Kalvoda - Chief Financial Officer,5.040921678300947e-05,NEUTRAL
Conference Call Participants,0.00042582026799209416,NEUTRAL
Rick Nelson - Stephens Inc,-0.00021368596935644746,NEUTRAL
Larry De Maria - William Blair,-0.0002801502268994227,NEUTRAL
Mig Dobre - Robert W. Baird,0.3865014244802296,POSITIVE
Ryan Sigdahl - Craig-Hallum Capital Group,5.7906632719095796e-05,NEUTRAL
Operator,-0.004182040225714445,NEUTRAL
Greetings and welcome to the Titan Machinery Fourth Quarter      Earnings Call. At this time  all participants are in a listen-only mode. A question-and-answer session will follow the formal presentation.  Operator Instructions  As a reminder  this conference is being recorded.,0.40834895145962946,POSITIVE
I would now like to turn the conference over to your host Mr. John Mills of ICR. Thank you. You may begin.,0.3938824305078015,POSITIVE
John Mills,-0.0012790827313438058,NEUTRAL
Thank you. Good morning  ladies and gentlemen. Welcome to the Titan Machinery fourth quarter fiscal      earnings conference call. On the call today from the company are David Meyer  Chairman and CEO  Mark Kalvoda  Chief Financial Officer  and Bryan Knutson  Chief Operating Officer.,0.48101884312927723,POSITIVE
By now everyone should have access to the earnings release for the fiscal fourth quarter ended January           which went out this morning at approximately      AM Eastern Time. If you ve not received the release  it is available on the Investor Relations tab of Titan s website at ir.titanmachinery.com.,-0.12794579938054085,NEUTRAL
This call is being webcast and a replay will be available on the company s website as well. In addition  we re providing a presentation to accompany today s prepared remarks. We suggest you access the presentation now by going to Titan s website at ir.titanmachinery.com. The presentation is directly below the webcast information in the middle of the page.,0.003082174778683111,NEUTRAL
You ll see on slide two of the presentation our Safe Harbor statement. We would like to remind everyone that the prepared remarks contain forward-looking statements and management may make additional forward-looking statements in response to your questions. The statements do not guarantee future performance and therefore  undue reliance should not be placed upon them.,-0.04320941574405879,NEUTRAL
These forward-looking statements are based on current expectations of management and involve inherent risks and uncertainties including those identified in the Risk Factors section of Titan s most recently filed Annual Report on Form   -K. These risk factors contain a more detailed discussion of the factors that could cause actual results to differ materially from those projected in any forward-looking statements.,4.131539026275277e-05,NEUTRAL
Except as  maybe  required by applicable law  Titan assumes no obligation to update any forward-looking statements that may be made in today s release or call.,-0.022926492267288268,NEUTRAL
Please note  that during today s call  we ll discuss non-GAAP financial measures  including results on an adjusted basis. We believe these adjusted financial measures can facilitate a more complete analysis and greater transparency in the Titan s ongoing financial performance  particularly when comparing underlying results from period to period. We ve included a reconciliation of these non-GAAP financial measures to their most directly comparable GAAP financial measures in today s release.,0.0051309250557096675,NEUTRAL
The call will last approximately    minutes. At the conclusion of the prepared remarks  we will open the call to take your questions.,0.05886646721046418,NEUTRAL
Now  I d like to introduce the company s Chairman and CEO  Mr. David Meyer. Go ahead  David.,0.03776746988296509,NEUTRAL
David Meyer,0.00014165928587317467,NEUTRAL
Thank you  John. Good morning  everyone. Welcome to our fourth quarter fiscal      earnings conference call. On today s call  I will provide a summary of our results and then Bryan Knutson  our Chief Operating Officer  will give an overview for each of our business segments. Mark Kalvoda  our CFO  will then review financial results for the fourth quarter and full year of fiscal      and conclude with some commentary around our fiscal      modeling assumptions.,0.4029772174835671,POSITIVE
If you turn to slide three  you will see an overview of our fourth quarter and full year financial results. We generated fourth quarter revenue of     .  million  which exceeded our expectations  increasing     versus prior year due to the strong sales in our Agriculture and Construction segments.,0.13439409487182274,NEUTRAL
The stronger revenue combined with lower interest expense resulted in a   .  million increase in our adjusted pre-tax income to   .  million and a significant lift in our adjusted earnings per diluted share to   .   compared to just   .   last year.,0.07718714594375342,NEUTRAL
This strong finish in the fourth quarter made for an exceptional year in what is otherwise considered to be a challenging operating environment with the well-documented complexities associated with the COVID pandemic.,0.27650660974904895,POSITIVE
We are extremely proud of our accomplishments and our financial results demonstrate our team s commitment to stay focused on our customers who are working in the fields and on job sites.,0.4563499667819997,POSITIVE
We ve generated full year revenue of   .   billion  which was up  .   compared to fiscal     . Our adjusted pretax income grew   .   to    .  million versus     million for the prior year  driving adjusted EPS of   .   compared to   .   last year.,0.007261467748321593,NEUTRAL
Before I turn the call over to Bryan  I want to thank all our customers and employees  who in the face of a pandemic and weather challenges  demonstrated the resilient nature  which is fundamental to the industries in which we operate in.,0.34807425073813647,POSITIVE
I will now turn the call over to Bryan to review our three segments in more detail.,0.03511291020549834,NEUTRAL
Bryan Knutson,0.0002706465602386743,NEUTRAL
Thank you  David  and good morning  everyone. I m excited to cover our three business segments this morning  and will be available for Q A after our formal presentation.,0.49583858582991525,POSITIVE
On slide   is an overview of our domestic Agriculture segment. We are seeing much improved farmer sentiment due to the progressive strength in commodity prices through our fourth quarter and continuing to date.,0.26599440979771316,POSITIVE
In addition to the stronger commodity prices  favorable yields in much of our ag footprint combined with USDA payments  led to improved net farm income for calendar year     . Additionally  fall harvest conditions were ideal for most of our farm and ranch customers to get their fields in great shape for the upcoming spring planting season.,0.29281777184223756,POSITIVE
Our business is well positioned to support the aging fleet of equipment with our focused parts and service strategy. We continue to pursue consistent growth in parts and service revenue  which is supporting strong gross profit margins and a healthy pre-tax income contribution.,0.16030288022011518,NEUTRAL
In addition to the stronger net farm income and improved farmer sentiment  we continue to see replacement demand  precision technology and connected machines as ongoing catalysts for new equipment purchases. As a result  we anticipate the momentum within our ag segment to continue throughout our fiscal     .,0.14949011208955199,NEUTRAL
Turning to slide    you will see an overview of our domestic construction segment. Although our construction equipment segment continues to feel the economic impact of COVID  we are seeing improving industry trends due to low interest rates  economic stabilization  net farm income growth  improved oil prices and continued optimism for future infrastructure investment.,0.13004609392373823,NEUTRAL
The operational improvements that our team has implemented over the past couple of years  produced improved fourth quarter pre-tax profits and full year adjusted pre-tax income.,0.3446682156791212,POSITIVE
Late in the fiscal fourth quarter  we divested two of our CE stores in Phoenix and Tucson Arizona. Not only will this be advantageous to our CE segment profitability  but also supports our strategy of operating and acquiring locations in core markets  where we can leverage logistics similar equipment specifications and customer synergies.,0.1491352564189583,NEUTRAL
Before we turn to slide    International overview  I want to share a couple of comments on the ERP implementation  which impacts our domestic ag and CE business. We have been successfully operating one pilot store in our new ERP platform since July      with an expected full rollout in the next    months.,0.024675783497514203,NEUTRAL
With the calendar year      COVID challenges  along with additional ERP development  we are experiencing an extension of our original time line resulting in some additional fiscal      expenses that will be incurred  which Mark will discuss later.,-0.005228888592682779,NEUTRAL
Now moving to slide    we have an overview of our International segment  which represents our business within the countries of Bulgaria  Germany  Romania  Serbia  and Ukraine.,0.04628115810919553,NEUTRAL
In addition to COVID-related disruptions  our International segment is being impacted by extremely dry weather in Romania and parts of Bulgaria and Ukraine  which negatively affected summer and fall crop yields.,-0.19873813958838582,NEUTRAL
The sentiment of the European farmer is improving due to improved global commodity prices and the winter crops receiving some much-needed moisture  creating a better outlook as our customers approach the      growing season.,0.1278360467404127,NEUTRAL
We continue to focus on the parts and service areas of our International business as customers in these developing markets are looking for higher levels of product support  as equipment becomes more sophisticated and technologically advanced.,0.0783703010820318,NEUTRAL
As with our North American ag business  new equipment demand is being driven by precision technology and connected machines and the performance and reliability of modern farm machinery.,0.05605602444848046,NEUTRAL
Before I turn the call over to Mark  I d like to thank all of our employees for a very successful fiscal     . In the face of adversity  our employees stepped up and outperformed at all levels of the organization  producing outstanding results  while supporting our customers and their operations.,0.4541112354490906,POSITIVE
With that  I will turn the call over to Mark to review our financial results in more detail.,0.02618617715779692,NEUTRAL
Mark Kalvoda,0.002285826572915539,NEUTRAL
Thanks  Bryan. Turning to Slide  . Our total revenue for the fiscal      fourth quarter was     .  million  an increase of   .   compared to last year. Exceptional strength in our equipment business was the main driver of the strong revenue results in our fourth quarter  which increased   .  . While we experienced solid equipment growth in both our Agriculture and Construction segments  Agriculture was particularly strong  due to the improved end market conditions Bryan discussed earlier.,0.45198423275724053,POSITIVE
As I mentioned on the call   on the last call  we had very difficult comps for our fourth quarter parts and service businesses  where parts and service were up   .   and   .   respectively  due to the very difficult harvest conditions. This past fall s harvest was quite different  as weather conditions allowed for a much quicker harvest with less stress on equipment. As a result  parts sales were down  .   and service was up  .   in our current year fourth quarter.,-0.2664366252720356,NEGATIVE
Our rental and other revenue remained under pressure due to headwinds within our Construction segment and decreased   .   in the fourth quarter. As a result  we experienced a     basis point compression in our rental fleet dollar utilization from     in the fourth quarter last year to   .   in the current quarter. Rental revenue was also down due to a smaller fleet size where we ended the year at    .  million compared to     .  million in the prior period.,-0.09829974919557571,NEUTRAL
On Slide    our gross profit for the quarter increased by   .   to    .  million  due to the significant increase in our revenue. But the mix of sales  which favored equipment  caused our gross profit margin to decrease by     basis points to   .  . Our operating expenses were essentially flat at    .  million for the fourth quarter of fiscal     .,-0.06502841785550117,NEUTRAL
Flat expenses coupled with the strong revenue growth we experienced generated significant operating leverage during the quarter. Operating expenses as a percentage of sales improved     basis points to   .   for the fourth quarter of fiscal       compared to   .   of revenue in the prior year period.,0.15146237186854705,NEUTRAL
Impairment costs were          for the fourth quarter of fiscal       compared to   .  million in the prior year. Floorplan and other interest expense decreased    million to   .  million compared to the same period last year. The decrease was due to a lower interest rate environment  a lower interest rate spread under our new amended credit agreement that was finalized in April      and lower borrowings on our line of credit.,-0.1117069327738136,NEUTRAL
In the fourth quarter of fiscal       we realized adjusted net income of   .  million compared to          for the prior year quarter. Our adjusted fourth quarter fiscal      net income excludes a   .  million charge for Ukraine income tax valuation allowance adjustments  while the prior year figure excludes a   .  million benefit for domestic income tax valuation adjustments.,-0.0029212228255346417,NEUTRAL
Our adjusted earnings per diluted share was   .   for the fourth quarter of fiscal       compared to   .   in the fourth quarter last year. For the fourth quarter of fiscal       adjusted EBITDA increased   .   to    .  million  which compares to   .  million in the prior year. You can find a reconciliation of adjusted net income  adjusted income per diluted share and adjusted EBITDA to the most comparable GAAP amounts in the appendix to the slide presentation.,0.0026835407479666173,NEUTRAL
On Slide    you will see an overview of our segment results for the fourth quarter. Agriculture segment sales increased   .   to     .  million  which drove a significant increase in our adjusted pre-tax income to    million in the fourth quarter  which is a   .  million improvement from the   .  million we generated last year. Strong equipment sales  combined with lower floor plan interest expense drove the robust increase in adjusted pre-tax income.,0.050463842431781814,NEUTRAL
Turning to our Construction segment  revenue increased  .   to    .  million compared to the prior year period. Lower operating expenses combined with lower interest costs  drove a   .  million improvement in segment adjusted pre-tax income to           compared to a pre-tax loss of    million in the same period last year.,0.04561194614507258,NEUTRAL
In the fourth quarter of fiscal       our International segment revenue was    .  million. The decline of  .   compared to the prior year period was the result of lower equipment revenue caused by the industry conditions Bryan discussed earlier  partially offset by an increase in parts and service revenue.,-0.09915266162715852,NEUTRAL
The overall lower revenues caused our adjusted pre-tax loss to increase          to   .  million compared to   .  million in the prior year. Turning to slide     you will see an overview of our full year revenue results.,-0.16481388453394175,NEUTRAL
Fiscal       total revenue increased  .    compared to last year  driven by   .   growth in equipment revenue and was further supported by solid contributions from our parts and service businesses  which were both strong contributors through the first nine months of the year and finished up   .   and  .   respectively  for the full year.,0.08284884574823081,NEUTRAL
Rental and other was down   .    due to the smaller fleet and lower dollar utilization. On slide    our full year gross profit was     .  million  a  .   increase  compared to the prior year  while our gross profit margin decreased    basis points to   .  .,-0.21431230567395687,NEGATIVE
Similar to the dynamics we realized in our fourth quarter  we also see the effects of the strong equipment revenue growth  driving gross profit dollars  but diluting overall margins due to mix.,0.03866559360176325,NEUTRAL
Operating expenses decreased by   .  million or  .   for the full year of fiscal       compared to the prior year period. We were successful in decreasing our operating expenses during the year primarily due to expense reductions in our Construction segment as well as benefiting from lower operating costs caused by the pandemic.,0.11417365167289972,NEUTRAL
As a result of lower expenses and higher revenues  operating expenses as a percentage of revenue decreased     basis points to   .   in fiscal     . Impairment costs decreased          to   .  million  in the current full year period compared to   .  million in the prior year.,-0.05701442342251539,NEUTRAL
Floor plan and other interest expense  decreased   .  million or   .   due to a lower interest rate environment  a lower interest rate spread under our amended credit agreement and overall lower borrowing levels.,-0.06942934449762106,NEUTRAL
For the full year fiscal       our adjusted net income was    .  million  an increase of   .   from the prior year. Our adjusted earnings per diluted share  was   .   for fiscal       representing a     increase compared to   .   in the prior year.,-0.0015358871314674616,NEUTRAL
For fiscal       adjusted EBITDA grew   .   to    .  million  compared to    .  million in fiscal     . Turning to slide     we provide our segment results for the full year fiscal     .,0.02561846202297602,NEUTRAL
Overall  our adjusted pre-tax income increased   .   to    .  million for the full year. This improvement was largely due to the strength of our Agriculture segment we discussed earlier. But we are also happy to see our Construction segment achieve profitability  despite lower revenues.,0.37363874667789787,POSITIVE
Our Construction segment team continues to build off of focused initiatives  which we believe will enable us to achieve sustained future profitability in this segment. The Ag and Construction results were modestly offset by the top and bottom line softness in our International segment.,0.18898999340308364,NEUTRAL
Turning to slide   . Here we provide an overview of our balance sheet highlights at the end of the year. We had cash of     million as of January           which is higher than normal due to the very strong cash generation in fiscal year      that I will discuss in a few minutes. Our equipment inventory at the end of fiscal      was     .  million  a decrease of     .  million from January         . This substantial decrease in both new and used equipment inventories was a result of strong end-of-year equipment sales combined with inventory that was sold in the divestiture of our Phoenix and Tucson Arizona locations  which also occurred in our fourth quarter of fiscal     . Strong sales combined with lower inventory levels accelerated our equipment inventory turns to  .  in fiscal      from  .  in the prior year. I will provide a little more color on our inventory on the next slide.,0.01220542099326849,NEUTRAL
Our rental fleet assets at the end of the fourth quarter decreased to    .  million compared to     .  million at the end of fiscal     . In addition to the defleeting earlier in the year  we also sold rental fleet assets as part of our fourth quarter divestiture of the two Arizona construction stores. We anticipate our fleet size to increase slightly by the end of fiscal      to around     million.,0.0020688287913799286,NEUTRAL
